Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
HURA,"Tuhura Biosciences Inc",2.55,-0.07,-2.67%,2.67,2.78,2.54,384700,2025-07-21
HURN,"Huron Consulting",130.22,-0.05,-0.04%,130.8,131.76,129.5,147600,2025-07-21
HUT,"Hut 8 Corp",21.34,-0.28,-1.30%,21.86,22.77,21.2,5024400,2025-07-21
HVT,"Haverty Furniture Companies",20.94,0.22,+1.06%,20.79,21.05,20.605,84014,"18:30 ET"
HWBK,"Hawthorn Bancshares",28.77,0.08,+0.28%,29,29,28.62,6900,2025-07-21
HWC,"Hancock Whitney Corp",60.38,0.17,+0.28%,60.29,61.42,60.29,840700,2025-07-21
HWKN,"Hawkins Inc",159.75,-1.63,-1.01%,161.57,163.6,159.5,84000,2025-07-21
HY,"Hyster-Yale Inc",40.99,0.13,+0.32%,41.02,41.4284,40.058,39776,"18:30 ET"
HYLN,"Hyliion Hldg Corp Cl A",1.58,-0.08,-4.82%,1.67,1.695,1.57,958269,"18:30 ET"
HZO,"Marinemax Inc",24.25,0,0.00%,24.57,25.02,24.235,209492,"18:30 ET"
IART,"Integra Lifesciences",11.37,0.24,+2.16%,11.2,11.5,11.13,879800,2025-07-21
IAS,"Integral Ad Science Holding Corp",8.51,0.24,+2.90%,8.56,8.68,8.46,935500,2025-07-21
IAUX,"I-80 Gold Corp",0.607,0.0048,+0.80%,0.6163,0.634,0.6059,5231717,"18:30 ET"
IBCP,"Independent Bank Corp",34.17,0.04,+0.12%,34.17,34.61,34.09,48900,2025-07-21
IBEX,"Ibex Ltd",30.04,0.41,+1.38%,29.84,30.39,29.71,63100,2025-07-21
IBOC,"Intl Bancshares",69.67,0.14,+0.20%,69.62,70.79,69.44,165800,2025-07-21
IBP,"Installed Building Products",185.73,1.64,+0.89%,185.98,191.26,184.75,687126,"18:30 ET"
IBRX,"Immunitybio Inc",2.68,-0.07,-2.55%,2.75,2.8,2.64,6073900,2025-07-21
IBTA,"Ibotta Inc Cl A",38.25,1.32,+3.57%,37.43,38.53,37.325,431783,"18:30 ET"
ICFI,"Icf International",83.19,-0.29,-0.35%,83.76,84.51,82.96,93800,2025-07-21
ICHR,"Ichor Holdings Ltd",22.6,-0.15,-0.66%,22.91,23.4,22.48,220400,2025-07-21
ICUI,"I C U Medical Inc",121.66,-0.81,-0.66%,122.75,123.55,121.38,129600,2025-07-21
IDCC,"Interdigital Inc",226.46,1.26,+0.56%,226.38,229.75,226.1,162000,2025-07-21
IDR,"Idaho Strategic Resources",20.56,-0.42,-2.00%,21.49,21.5,20.15,471237,"18:30 ET"
IDT,"IDT Corp",57.51,1.2,+2.13%,56.15,57.81,56.15,193740,"18:30 ET"
IDYA,"Ideaya Biosciences Inc",21.81,0.22,+1.02%,21.79,22.34,21.33,710300,2025-07-21
IE,"Ivanhoe Electric Inc",11.41,0.09,+0.80%,11.6,11.83,11,2992860,"18:30 ET"
IESC,"Ies Holdings",312.79,-14.36,-4.39%,329.84,333.31,309.18,170800,2025-07-21
IGMS,"Igm Biosciences Inc",1.28,0,0.00%,1.27,1.29,1.2625,468300,2025-07-21
IHRT,"Iheartmedia Inc",1.87,-0.03,-1.58%,1.91,1.9291,1.845,287800,2025-07-21
III,"Information Svcs Group",4.67,0.01,+0.21%,4.68,4.79,4.65,178200,2025-07-21
IIIN,"Insteel Industries",37.09,0.87,+2.40%,36.73,38.0654,36.49,278324,"18:30 ET"
IIIV,"I3 Verticals Inc Cl A",28.89,0.26,+0.91%,28.7,29.18,28.67,373300,2025-07-21
IIPR,"Innovative Industrial Properties",52.39,-0.09,-0.17%,52.99,54.385,52.3,240031,"18:30 ET"
IKT,"Inhibikase Therapeutics Inc",1.88,0.04,+2.17%,1.87,1.9328,1.83,159200,2025-07-21
ILLR,"Triller Group Inc",0.7264,0.0551,+8.21%,0.695,0.7502,0.68,480300,2025-07-21
ILPT,"Industrial Logistics Properties Trust",5.31,0.08,+1.53%,5.18,5.32,5.11,691000,2025-07-21
IMAX,"Imax Corp",28.8,0.38,+1.34%,28.42,28.88,28.23,1104937,"18:30 ET"
IMKTA,"Ingles Markets Inc",66.78,-0.13,-0.19%,67.07,67.74,66.78,63600,2025-07-21
IMMR,"Immersion Corp",7.15,-0.7,-8.92%,7.72,7.76,7.15,974600,2025-07-21
IMNM,"Immunome Inc",10.82,0.24,+2.27%,10.62,10.93,10.47,589300,2025-07-21
IMVT,"Immunovant Inc",17.7,-0.21,-1.17%,18.02,18.32,17.48,701100,2025-07-21
IMXI,"International Money Express Inc",9.54,0.13,+1.38%,9.5,9.72,9.46,384000,2025-07-21
INBK,"First Internet Bcp",27.14,-0.36,-1.31%,27.57,27.93,27.04,28400,2025-07-21
INBX,"Inhibrx Biosciences Inc",22.12,-2.33,-9.53%,24.5,24.75,22.1,115200,2025-07-21
INDB,"Independent Bk Corp",68.73,-0.75,-1.08%,69.82,70.75,68.66,584500,2025-07-21
INDI,"Indie Semiconductor Cl A",4.41,-0.27,-5.77%,4.72,4.8,4.39,4717100,2025-07-21
INDV,"Indivior Plc",15.6,-0.41,-2.56%,15.87,15.98,15.55,1186100,2025-07-21
INFU,"Infusystems Holdings",5.51,0.029999999999999,+0.55%,5.48,5.6,5.425,132374,"18:30 ET"
INGN,"Inogen Inc",6.29,-0.06,-0.94%,6.35,6.48,6.28,152400,2025-07-21
INMB,"Inmune Bio Inc",2.38,-0.04,-1.65%,2.41,2.46,2.27,1573500,2025-07-21
INMD,"Inmode Ltd",13.96,0.06,+0.47%,13.98,14.12,13.89,878200,2025-07-21
INN,"Summit Hotel Properties",5.37,0.09,+1.70%,5.42,5.45,5.32,663990,"18:30 ET"
INNV,"Innovage Holding Corp",3.8,-0.13,-3.31%,3.94,3.98,3.71,17700,2025-07-21
INO,"Inovio Pharma",1.42,0.03,+2.16%,1.44,1.48,1.41,1697300,2025-07-21
INOD,"Innodata Inc",47.74,-1.54,-3.12%,49.1,49.83,45.98,4084000,2025-07-21
INR,"Infinity Natural Resources Inc Cl A",13.95,-1.44,-9.36%,15.25,15.46,13.7601,425737,"18:30 ET"
INSE,"Inspired Entertainment Inc",9.36,-0.12,-1.27%,9.59,9.59,9.35,162000,2025-07-21
INSG,"Inseego Corp",7.45,0.1,+1.36%,7.41,7.8,7.41,113600,2025-07-21
INSW,"International Seaways Inc",38.42,-0.46,-1.18%,38.82,38.97,38.25,335462,"18:30 ET"
INTA,"Intapp Inc",42.17,-0.37,-0.87%,42.57,42.9,42.1,900500,2025-07-21
INVA,"Innoviva Inc",19.5,-0.07,-0.36%,19.57,19.69,19.41,632000,2025-07-21
INVX,"Innovex International Inc",15.47,-0.19,-1.21%,15.76,15.83,15.47,253179,"18:30 ET"
IONQ,"Ionq Inc",44.43,-2.08,-4.47%,46.81,47.725,44.42,23904624,"18:30 ET"
IOSP,"Innospec Inc",83.55,0.53,+0.64%,83.7,84.39,83,158200,2025-07-21
IOVA,"Iovance Biotherapeutics Inc",2.49,0.26,+11.66%,2.26,2.66,2.26,22344900,2025-07-21
IPAR,"Interparfums Inc",129.1,-0.4,-0.31%,129.5,131.88,128.79,171900,2025-07-21
IPI,"Intrepid Potash Inc",34.36,0.28,+0.82%,33.99,34.695,33.5288,84132,"18:30 ET"
IPSC,"Century Therapeutics Inc",0.575,-0.0058,-1.00%,0.5949,0.615,0.5707,949400,2025-07-21
IRMD,"Iradimed Corp",56.19,-0.5,-0.88%,56.59,56.73,56.03,27000,2025-07-21
IRON,"Disc Medicine Inc",59.38,1.61,+2.79%,59.11,59.85,57.42,554600,2025-07-21
IRT,"Independence Realty Trust Inc",17.21,0,0.00%,17.31,17.44,17.17,1556697,"18:30 ET"
IRTC,"Irhythm Technologies Inc",135.52,-0.72,-0.53%,136.3,136.56,134.25,209600,2025-07-21
IRWD,"Ironwood Pharmaceuti",0.7634,-0.0041,-0.53%,0.7642,0.7993,0.7501,818300,2025-07-21
ISPR,"Ispire Technology Inc",3,0.11,+3.81%,2.89,3.05,2.86,40400,2025-07-21
ISTR,"Investar Holding",22.2,0.24,+1.09%,22.32,22.33,22.07,33500,2025-07-21
ITGR,"Integer Holdings Corp",111.55,-0.94,-0.84%,112.04,112.82,111.28,345968,"18:30 ET"
ITIC,"Investors Title Company",201.85,-1.05,-0.52%,204.7,205.01,201.35,27800,2025-07-21
ITOS,"Iteos Therapeutics Inc",10.13,-0.13,-1.27%,10.33,10.47,10.11,13073200,2025-07-21
ITRI,"Itron Inc",136.63,0.24,+0.18%,136.63,137.99,136.37,518100,2025-07-21
IVR,"Invesco Mortgage Capital Inc",7.23,-0.15,-2.03%,7.44,7.4409,7.2,2370106,"18:30 ET"
IVT,"Inventrust Pptys Corp",27.21,0.25,+0.93%,26.99,27.36,26.925,394569,"18:30 ET"
IVVD,"Invivyd Inc",0.77,0.0225,+3.01%,0.78,0.798,0.766,966700,2025-07-21
JACK,"Jack IN The Box Inc",22.21,0.81,+3.79%,21.67,22.48,21.67,715000,2025-07-21
JAKK,"Jakks Pacific Inc",19.65,-0.04,-0.20%,20,20.23,19.5,118000,2025-07-21
JAMF,"Jamf Holding Corp",8.14,0.02,+0.25%,8.11,8.23,7.96,1353600,2025-07-21
JANX,"Janux Therapeutics Inc",26.08,-0.32,-1.21%,26.57,27.26,25.85,724600,2025-07-21
JBGS,"Jbg Smith Properties",18.24,0.12,+0.66%,18.26,18.43,18.15,336986,"18:30 ET"
JBI,"Janus International Group Inc",8.6,-0.11,-1.26%,8.85,8.92,8.58,827229,"18:30 ET"
JBIO,"Jade Biosciences Inc",8.69,-0.78,-8.24%,9.4,9.57,8.55,121300,2025-07-21
JBLU,"Jetblue Airways Corp",4.36,-0.05,-1.13%,4.45,4.46,4.34,10248000,2025-07-21
JBSS,"John B Sanfilippo",66.46,0.21,+0.32%,66.68,67.09,66.08,51700,2025-07-21
JBTM,"Jbt Marel Corporation",128.95,-3.24,-2.45%,132.9,133.3364,128.405,382885,"18:30 ET"
JELD,"Jeld-Wen Holding Inc",4.2,0,0.00%,4.27,4.339,4.18,696947,2025-07-21
JILL,"J. Jill Inc",15.31,0.27,+1.80%,15.18,15.685,15.0758,66134,"18:30 ET"
JJSF,"J J Snack Foods",115.02,-0.38,-0.33%,115.91,117.1,114.9,143100,2025-07-21
JMSB,"John Marshall Bk Fal",19.5,0.41,+2.15%,19.33,19.59,19.32,18300,2025-07-21
JOBY,"Joby Aviation Inc",16.84,-0.94,-5.29%,17.88,18.55,16.8,63023171,"18:30 ET"
JOE,"St. Joe Company",49.62,0.16,+0.32%,49.65,50.06,49.132,211005,"18:30 ET"
JOUT,"Johnson Outdoors",30.78,-0.16,-0.52%,30.94,31.11,30.53,30100,2025-07-21
JRVR,"James River Gp HD",5.7,0.09,+1.60%,5.63,5.82,5.6,150500,2025-07-21
JSPR,"Jasper Therapeutics Inc.",3.21,-0.12,-3.60%,3.37,3.38,3.14,444400,2025-07-21
JXN,"Jackson Financial Inc Cl A",87.29,-0.21,-0.24%,87.43,88.265,86.85,522420,"18:30 ET"
JYNT,"The Joint Corp",11.33,-0.12,-1.05%,11.57,11.78,11.29,21100,2025-07-21
KAI,"Kadant Inc",326.76,-6.94,-2.08%,336.8,336.8,326.37,51264,"18:30 ET"
KALU,"Kaiser Aluminum",91.53,1.85,+2.06%,90.64,92.6,90.37,119500,2025-07-21
KALV,"Kalvista Pharmaceuticals Inc",15.56,0.17,+1.10%,15.42,15.74,15.2,710600,2025-07-21
KAR,"Openlane Inc",25.08,-0.18,-0.71%,25.27,25.46,25.08,697211,"18:30 ET"
KBH,"KB Home",54.23,0.34,+0.63%,54.24,54.75,54.04,1204593,"18:30 ET"
KE,"Kimball Electrnc",19.39,0.01,+0.05%,19.41,19.51,19.32,91500,2025-07-21
KELYA,"Kelly Svcs Cl A",12.71,0.15,+1.19%,12.6,12.74,12.52,312000,2025-07-21
KFRC,"Kforce Inc",42.74,-0.22,-0.51%,43.18,43.46,42.67,149989,"18:30 ET"
KFS,"Kingsway Financial Services",14.13,-0.19,-1.33%,14.36,14.405,14.01,37659,"18:30 ET"
KFY,"Korn/Ferry International",73.15,-0.82,-1.11%,74.15,74.61,73.13,298864,"18:30 ET"
KG,"Kestrel Group Ltd",23.71,0.79,+3.45%,23.03,23.71,22.98,23800,2025-07-21
KGEI,"Kolibri Global Energy Inc",5.76,-0.32,-5.26%,6.04,6.09,5.75,214300,2025-07-21
KGS,"Kodiak Gas Services Inc",31.48,-0.81,-2.51%,32.21,32.34,31.365,937504,"18:30 ET"
KIDS,"Orthopediatrics Corp",21.88,-0.13,-0.59%,22.08,22.59,21.77,158300,2025-07-21
KINS,"Kingstone Cos Inc",15.15,-0.84,-5.28%,16.13,16.17,15,388400,2025-07-21
KLC,"Kindercare Learning Companies Inc",9.67,0,0.00%,9.68,9.79,9.505,323656,"18:30 ET"
KLG,"Wk Kellogg CO",23.3,0.07,+0.30%,23.25,23.4,23.19,1195398,"18:30 ET"
KLIC,"Kulicke and Soffa",35.66,0.24,+0.68%,35.65,36.3,35.65,422600,2025-07-21
KLTR,"Kaltura Inc",1.88,0.03,+1.62%,1.86,1.9,1.85,436800,2025-07-21
KMT,"Kennametal Inc",24.51,-0.06,-0.24%,24.66,24.8,24.465,874711,"18:30 ET"
KMTS,"Kestra Medical Technologies Ltd",16.63,0.73,+4.59%,16.06,16.71,15.88,401000,2025-07-21
KN,"Knowles Corp",17.96,0.21,+1.18%,17.85,18,17.76,474133,"18:30 ET"
KNF,"Knife River Holding CO",81,0.43000000000001,+0.53%,81.04,82.14,80.55,543681,"18:30 ET"
KNSA,"Kiniksa Pharmaceuticals International Plc",28.42,-0.6,-2.07%,29.04,29.24,28.41,492500,2025-07-21
KNTK,"Kinetik Holdings Inc",41.13,-1.64,-3.83%,42.75,42.75,41.066,1123197,"18:30 ET"
KOD,"Kodiak Sciences Inc",5.08,-0.44,-7.97%,5.52,5.72,5.01,439100,2025-07-21
KODK,"Eastman Kodak",6.65,-0.21,-3.06%,6.94,6.95,6.63,1175137,"18:30 ET"
KOP,"Koppers Holdings Inc",32.22,-0.12,-0.37%,32.63,32.96,32.14,94166,"18:30 ET"
KOPN,"Kopin Corp",2.11,-0.06,-2.76%,2.2,2.32,2.1,4765300,2025-07-21
KOS,"Kosmos Energy Ltd",1.96,-0.06,-2.97%,2.04,2.05,1.95,5274299,"18:30 ET"
KREF,"KKR Real Estate Finance Trust Inc",8.88,0,0.00%,8.94,8.99,8.825,522548,"18:30 ET"
KRG,"Kite Realty Group Trust",22.51,0.07,+0.31%,22.49,22.685,22.44,1225063,"18:30 ET"
KRMD,"Koru Medical Systems Inc",3.46,0.09,+2.67%,3.38,3.48,3.36,110900,2025-07-21
KRNY,"Kearny Financial",6.52,0.03,+0.46%,6.5,6.7,6.45,233900,2025-07-21
KRO,"Kronos Worldwide Inc",6.05,-0.19,-3.04%,6.28,6.31,6.04,322429,"18:30 ET"
KROS,"Keros Therapeutics Inc",13.79,0.04,+0.29%,13.85,14.39,13.75,499900,2025-07-21
KRRO,"Korro Bio Inc",13.34,-0.33,-2.41%,13.67,14.72,12.96,144100,2025-07-21
KRT,"Karat Packaging Inc",27.3,-0.68,-2.43%,27.99,27.99,27.27,96800,2025-07-21
KRUS,"Kura Sushi USA Inc Cl A",81.62,2,+2.51%,80,83.01,79.25,172500,2025-07-21
KRYS,"Krystal Biotech Inc",148.09,0.6,+0.41%,148,150.49,147.02,169700,2025-07-21
KSS,"Kohl's Corp",10.42,0.84,+8.77%,9.675,10.42,9.56,9400256,"18:30 ET"
KTB,"Kontoor Brands Inc",63.03,-0.99,-1.55%,64.87,64.87,62.98,496675,"18:30 ET"
KTOS,"Kratos Defns",58.78,-0.34,-0.58%,60.01,61.43,58.49,5646500,2025-07-21
KULR,"Kulr Technology Group Inc",6.68,-0.22,-3.19%,7,7.49,6.63,3463761,"18:30 ET"
KURA,"Kura Oncology",6.47,0.11,+1.73%,6.42,6.61,6.38,1349000,2025-07-21
KW,"Kennedy-Wilson Holdings Inc",7.38,0.04,+0.54%,7.39,7.45,7.34,473336,"18:30 ET"
KWR,"Quaker Chemical Corp",117.64,-1.45,-1.22%,120.16,120.9,117.38,84641,"18:30 ET"
KYMR,"Kymera Therapeutics Inc",45.14,-1.04,-2.25%,46.52,47.11,44.92,620900,2025-07-21
KYTX,"Kyverna Therapeutics Inc",3.87,-0.03,-0.77%,3.9,4.01,3.84,104300,2025-07-21
LAB,"Standard Biotools Inc",1.26,0.03,+2.44%,1.23,1.2995,1.2,1118200,2025-07-21
LADR,"Ladder Capital Corp",10.92,-0.08,-0.73%,11.08,11.11,10.915,921180,"18:30 ET"
LAKE,"Lakeland Inds Inc",14.14,0.1,+0.71%,14.23,14.44,14.08,114800,2025-07-21
LAND,"Gladstone Land Corp",10.31,0,0.00%,10.33,10.51,10.3,257400,2025-07-21
LARK,"Landmark Bancorp Inc",26.58,0.33,+1.26%,26.25,26.59,26.25,6400,2025-07-21
LASR,"Nlight Inc",19.54,-0.42,-2.10%,20,20.36,19.53,615800,2025-07-21
LAUR,"Laureate Education Inc",22.99,-1.24,-5.12%,24.27,24.47,22.59,1799700,2025-07-21
LAW,"CS Disco Inc",4.07,-0.03,-0.73%,4.13,4.18,4.05,63369,"18:30 ET"
LAZR,"Luminar Technologies Inc",3.05,-0.05,-1.61%,3.2,3.31,3.01,3678800,2025-07-21
LBRT,"Liberty Energy Inc",11.25,-0.1,-0.88%,11.48,11.48,11.09,2304956,"18:30 ET"
